patch_index,log_spectral_distance_db,spectral_convergence,normalized_rms_difference
555,4.8925392802372826e-05,5.0893310266342003e-08,0.0
556,2.703758816190949e-05,5.2986818879031197e-08,0.0
557,4.992360678147235e-06,5.1527795615649805e-08,0.0
558,1.3135610217166379e-05,5.167428817707059e-08,0.0
559,6.459459031823288,0.6235078229002975,1.409740175569138
560,9.603213737303815,1.3440215433473168,1.4105525370093819
561,9.732111435196263e-05,4.9805058306711504e-08,0.0
562,6.378672494941026e-05,5.05924094771139e-08,0.0
563,1.5207135332070852e-05,4.583312776482486e-08,0.0
564,4.62918787163237e-06,5.051364074005786e-08,0.0
565,0.0002409557662546472,4.673438191806365e-08,0.0
566,4.2217546062599515e-05,4.9691443686569964e-08,0.0
567,2.878529199440955e-05,5.1101393752677836e-08,0.0
568,1.2991501039527321e-05,5.0943001298436725e-08,0.0
569,4.747762055307139e-05,5.021650292015679e-08,0.0
570,4.64319760885564e-06,5.025078578545e-08,0.0
572,4.696971845693769e-05,4.971782851415628e-08,0.0
573,4.2469493162151954e-05,5.2285503622845196e-08,0.0
574,2.0747925272354662e-05,5.073088857042316e-08,0.0
575,6.716820449947716e-06,4.571470560346104e-08,0.0
576,8.732175362319846e-05,5.146301825301917e-08,0.0
577,2.4106207236235953e-05,5.0590661215969315e-08,0.0
578,7.3425456740688586e-06,4.831279222325353e-08,0.0
579,8.248493376612897,1.1623489260432587,1.4362383147130475
580,0.000510576134596877,5.069704484028535e-08,0.0
581,0.0003804026790814307,4.9902205193958906e-08,0.0
582,3.551366898910974e-05,4.9794952396066506e-08,0.0
583,5.328759784793531,1.0595163172870354,1.4166569281483192
584,7.22924533816269,1.3627692693608002,1.421373964943398
585,5.689607133334834e-06,5.084361680568902e-08,0.0
587,5.763831850264794,0.9257503870527594,1.4089030879098654
588,6.862194017422793e-06,4.837384914212862e-08,0.0
589,5.924038418889502,0.38921989373345356,0.7322788438170977
590,4.404949868587842e-06,5.303280065940021e-08,0.0
591,0.0001094066715792284,5.1543178830578364e-08,0.0
594,5.763156050569647,1.0120708628019772,1.352465369571447
595,5.6168077758094e-05,4.7286025884813974e-08,0.0
596,3.0527547460587085e-05,4.7618779023445406e-08,0.0
597,4.448360904246732e-05,4.557193292826949e-08,0.0
599,7.905296064106031e-06,5.022339489792401e-08,0.0
600,3.563264257238063e-06,5.083676205835675e-08,0.0
601,0.00010193777721578858,5.113004695324127e-08,0.0
602,8.74519874150799e-05,5.073353962894845e-08,0.0
603,6.338724485216714,1.386384218608551,1.4168077924237559
604,4.7804599545518915e-05,4.8044353861571904e-08,0.0
605,2.683457298499429e-05,4.872010657076408e-08,0.0
607,8.582186921701467e-06,5.2555038395990466e-08,0.0
608,2.9676932824223212e-05,5.5787836961733236e-08,0.0
609,0.00018887314797340495,4.552057706738249e-08,0.0
610,6.521263154994416e-05,4.543030340154095e-08,0.0
611,9.36526107722428,0.9845849673663629,1.4862039500483073
613,6.987992212750063e-05,4.974219715301834e-08,0.0
614,3.8472300749689117e-05,4.319669272286391e-08,0.0
615,6.808515387159958e-05,5.233814144026908e-08,0.0
616,4.210102333785567e-05,4.7881897150312086e-08,0.0
617,5.617033253200602e-05,4.6209195493701637e-08,0.0
618,10.247653808718052,1.3912240405338667,1.41736794345467
619,0.00014869554600001908,4.7403010892180155e-08,0.0
620,4.962105088032403e-05,5.110396280544137e-08,0.0
621,6.329623996312976e-06,5.173739229750275e-08,0.0
622,6.0326885359899065e-06,4.6427323234547205e-08,0.0
624,2.921145277296619e-05,5.55590538075703e-08,0.0
625,8.940496450947747e-05,5.300498511012656e-08,0.0
626,7.134416429855497,0.29263259944787584,1.4253447678521536
627,1.2852496726118496e-05,4.771679953802813e-08,0.0
628,6.009326213692839,0.9844208537395562,1.4478503109408316
629,5.045974041899212e-05,5.128198624514769e-08,0.0
630,6.947670395257995e-06,5.13040328011842e-08,0.0
631,2.6949028287324755e-05,5.3506966112850464e-08,0.0
632,9.598623999213295,1.0134981286652778,1.4293218870795428
633,3.480076475901535e-06,4.7204862027559514e-08,0.0
634,3.9640681178603656e-05,4.92125520943006e-08,0.0
635,2.1501960424494555e-05,5.013536110814822e-08,0.0
636,3.595403890064211e-05,5.5450734416440525e-08,0.0
637,0.0001217208235722117,5.188177756569521e-08,0.0
638,12.465265284123543,1.3318430961359642,1.4283408248879168
639,2.950618441068366e-05,4.9558965154555686e-08,0.0
640,0.0002849464127964092,5.2599480794005125e-08,0.0
641,3.893250035144567e-05,5.236392846215482e-08,0.0
642,0.00010200389258946292,4.840122323327452e-08,0.0
644,9.295568698899674e-05,5.0165137464513206e-08,0.0
645,0.0005750506741088924,5.420437803304193e-08,0.0
646,2.163759318822097e-05,4.744673856990589e-08,0.0
649,0.0003964416643160215,4.3402167442944495e-08,0.0
650,1.321341897125163e-05,4.940000775429555e-08,0.0
652,10.326223997857847,1.3110755385954804,1.4129507401616963
653,5.470940140862449e-05,5.017843625839224e-08,0.0
655,7.537069930834203e-05,5.087078747532898e-08,0.0
656,0.00021066224989674056,5.043544732905539e-08,0.0
657,0.00046001820825675545,5.074826656332864e-08,0.0
658,3.2119092932922536e-05,5.0334204228504705e-08,0.0
659,5.9518259534547094e-05,5.42072680880175e-08,0.0
662,4.5006326220226934e-05,4.971085358981551e-08,0.0
663,3.9942656782723115e-05,4.736843858700721e-08,0.0
664,1.618663807092746e-05,5.131723965654887e-08,0.0
665,5.725658651541742e-05,5.270311939412778e-08,0.0
666,1.3619189891789328e-05,4.976227507058457e-08,0.0
667,8.702142334477786,1.184212988311465,1.4351806656874375
669,0.00010738172570590168,5.178093935468808e-08,0.0
670,1.21405552532577e-05,5.837879000543578e-08,0.0
671,1.1120767126330561e-05,4.976334726453156e-08,0.0
672,6.309578121069969e-05,4.9189615718410755e-08,0.0
673,8.552654424967227e-06,5.1424578328703844e-08,0.0
674,1.6436559952231748e-05,4.986786975559981e-08,0.0
675,6.280392663188102e-06,4.631104268635409e-08,0.0
677,6.124955441096172e-05,4.6463117046524924e-08,0.0
678,3.6515027701269296e-05,4.547384111335267e-08,0.0
679,3.371440627959177e-05,4.993779560522171e-08,0.0
680,0.00021863996958907832,4.987543379269168e-08,0.0
683,4.3059986236958435e-05,5.200833368720959e-08,0.0
684,4.139375460060717e-05,5.6442893955710676e-08,0.0
686,8.193808211850724e-06,5.0680717512627306e-08,0.0
687,2.5491602972973974e-05,5.296197902306474e-08,0.0
688,0.0001307697302470695,5.007107026105818e-08,0.0
689,4.6873391124297775e-05,4.7019475958843865e-08,0.0
690,2.173865095148041e-05,5.044925813076481e-08,0.0
691,1.6974196018388496e-05,5.008174581596219e-08,0.0
692,6.9612331506779626,1.3697496430473723,1.414085011187222
693,7.435541381640457,0.3289270084902122,1.4068678020148695
694,6.90154711101437e-05,5.128409521918964e-08,0.0
697,5.104851170283644,0.2652411726317369,1.0125944155213331
698,1.566823319941955e-05,5.0615100739305225e-08,0.0
699,0.0001795619575609386,4.823345774851657e-08,0.0
700,3.8729103127558896e-05,4.9806297442410114e-08,0.0
701,0.0001258343468480086,5.1306903447094975e-08,0.0
702,1.4822106593305263e-05,5.1475512670216885e-08,0.0
703,3.2998946704143964e-05,4.4811822314665667e-08,0.0
704,2.4222629437089103e-05,5.768953827182863e-08,0.0
706,1.7515322509668772e-05,5.131216675737122e-08,0.0
707,0.00010368339833363922,4.6419079138767365e-08,0.0
708,6.325669517461928,1.0741692319758644,1.4132930695916415
709,4.348333468862629e-05,5.037750222140606e-08,0.0
710,1.0181040763860664e-05,5.1011559577275554e-08,0.0
711,1.080380089726515e-05,6.001559415127333e-08,0.0
712,0.00012021540887928641,4.693647990430657e-08,0.0
713,0.0003177843958103796,4.63194383684256e-08,0.0
714,0.00020501948073932218,4.9427345233760034e-08,0.0
715,4.269686865846042e-05,5.285789647746509e-08,0.0
716,0.00018026657858534107,5.0413533902071425e-08,0.0
717,0.0008321267177944808,5.4090812459666864e-08,0.0
718,8.766862290120233,1.2443420965890954,1.423481270654152
719,0.00044471131529655084,5.107380664071056e-08,0.0
720,2.8976805874161197e-05,5.316658875247102e-08,0.0
722,4.3052443313129004e-05,5.529711465547457e-08,0.0
724,3.718533385065383e-05,5.202681025895208e-08,0.0
725,1.5088141644075213e-05,4.995168086796764e-08,0.0
726,0.00011079827179442741,4.9217833762480524e-08,0.0
727,3.2273590855477495e-05,5.095773867202706e-08,0.0
728,1.3921248718246264e-05,5.041469344581984e-08,0.0
729,0.0003859198810440448,5.1222648557190265e-08,0.0
730,12.054143831519767,1.3460150873792833,1.4143164520390457
732,2.4007753105214125e-05,4.8715566447588096e-08,0.0
734,2.4024471183040958e-05,4.947240069189051e-08,0.0
736,7.960589788710802,0.9497343185066373,1.3852576227948175
737,0.00048621470741536853,4.7307229525896543e-08,0.0
738,8.861661467584198e-05,4.968582877536408e-08,0.0
739,1.0001523235574135e-05,4.916752718545385e-08,0.0
741,1.4745512503705792e-05,5.2559990275040325e-08,0.0
742,7.854731783116493e-05,4.405337296433816e-08,0.0
743,5.31889655563381e-05,5.0612347171275434e-08,0.0
744,1.598319241583973e-05,5.3543521802155874e-08,0.0
745,1.0477280310014634e-05,5.1148839342349305e-08,0.0
746,4.540833661566347e-05,4.405051755538425e-08,0.0
747,6.197341647074849e-06,5.04989895541946e-08,0.0
748,6.401035599321949e-06,4.9204961057279664e-08,0.0
749,1.826932374786516e-05,4.988807082257969e-08,0.0
750,1.841211834940897e-05,5.1239660744939555e-08,0.0
751,5.391731783152644e-06,5.175289130091723e-08,0.0
752,2.9874633781357784e-05,5.15511225876433e-08,0.0
753,8.651491902414175,0.7713532242059774,1.4515722133237587
755,0.000279925084733279,5.1934496686985575e-08,0.0
756,1.39430558214847e-05,5.09552394608487e-08,0.0
757,4.910022838501664e-05,4.8807497877409916e-08,0.0
758,0.00021685053403110987,5.0434994041198994e-08,0.0
759,5.3592120049289396e-05,5.6565979317672773e-08,0.0
760,8.6489314851783e-06,5.0440724944421255e-08,0.0
761,3.967121740252105e-06,4.9619354070760176e-08,0.0
762,4.3767993192408886e-05,4.4963244590924504e-08,0.0
763,0.00011353914081723793,4.950285506930143e-08,0.0
764,3.554076654900145e-05,5.5690230827050684e-08,0.0
765,6.610843698523902e-05,4.746151931098968e-08,0.0
766,1.453020536874826e-05,4.9160059962702e-08,0.0
767,1.2484230562970738e-05,5.352632930159335e-08,0.0
768,1.7318818239781292e-05,4.5228379444053785e-08,0.0
770,0.00012490528387353272,5.2456650224528455e-08,0.0
771,8.427701200584666e-06,5.022191255594544e-08,0.0
772,6.472002585279728e-05,5.0427432088267686e-08,0.0
773,3.059447673379734e-05,5.277826662355382e-08,0.0
775,7.42814617184344e-06,4.7626992915429016e-08,0.0
777,5.206665424253793e-06,5.1134574214787224e-08,0.0
779,8.23794190311853e-06,4.619269710539786e-08,0.0
780,0.00011083922227761885,5.1182879922722243e-08,0.0
781,7.26904953424496,0.7639648878708827,1.3951770862304957
782,7.268783165014894e-06,5.110672137793904e-08,0.0
783,6.790297783367268e-06,4.928838935618708e-08,0.0
784,0.0002914878612780399,5.1589212933574496e-08,0.0
785,1.8733161007974123e-05,4.9212895704842825e-08,0.0
786,0.0001583325638069707,5.17640289634051e-08,0.0
787,6.331480941472959,0.1960786785760562,1.2578071656641654
788,2.324549281846229e-05,4.696484723114004e-08,0.0
789,7.935170120793203,1.2907028056292866,1.416113288284179
792,3.2003176707126116e-05,4.8603269438421135e-08,0.0
793,5.360287327435918e-06,4.805628407573486e-08,0.0
794,6.273802218127287e-05,4.847058372399558e-08,0.0
795,9.42996076883966,1.2293229014760627,1.4155291913083623
796,8.19149305348243,1.2965667054324153,1.4012443133893333
797,6.799435391958847e-05,5.015361544604847e-08,0.0
799,1.739054459261784e-05,4.997988903647245e-08,0.0
800,9.868849952654381,1.0934945198649884,1.5317977039191215
801,1.4241051558865929e-05,4.9079406050154835e-08,0.0
802,5.283187076312271e-06,5.084291529321358e-08,0.0
803,8.635810230443912e-05,4.397961537038038e-08,0.0
804,7.109334623827554e-05,5.270034466425099e-08,0.0
805,2.1063736303408714e-05,5.02597007023973e-08,0.0
809,1.9070131023492608e-05,5.071697134562503e-08,0.0
810,8.207719510623775e-05,5.141539882266103e-08,0.0
811,3.232994002931652e-05,4.388770264522249e-08,0.0
812,9.274970307185516e-05,4.537746278568789e-08,0.0
813,11.052494352269758,1.177593448989148,1.3993099783304161
814,2.403314316270256e-05,5.0668990465078295e-08,0.0
815,9.383474486099309e-05,5.4342065429193535e-08,0.0
816,5.657697710339699e-05,5.0984867006296615e-08,0.0
817,6.792785349764629e-05,5.143932910354623e-08,0.0
818,1.7931584603639394e-05,5.1467849229486315e-08,0.0
821,2.6307214432372484e-05,5.115168241679298e-08,0.0
822,0.00016904823746588033,5.43355763509785e-08,0.0
823,5.68015005112958e-06,5.313546473592231e-08,0.0
825,0.00011672436434364652,4.969346249799941e-08,0.0
826,1.1608298910640204e-05,4.9923038310573056e-08,0.0
827,7.455660944572465,1.1294331422123143,1.4435420143082835
828,11.604483938720865,1.3819153460981337,1.4080904889862311
829,8.898027843961505e-06,4.8990010710519354e-08,0.0
830,0.002553752959535828,5.33279976965437e-08,0.0
831,5.178463275586151e-06,5.103848908548823e-08,0.0
832,8.889917846091138e-05,5.0884155917557004e-08,0.0
833,8.723712448429133,1.3889617094464244,1.4194585151461743
834,1.842017315531219e-05,5.151292209257276e-08,0.0
835,9.947613865685941e-05,5.161892324508004e-08,0.0
836,5.056836944919317e-06,5.0481740638673415e-08,0.0
837,0.00015413739425358642,4.8501087015214204e-08,0.0
838,2.7923660346102865e-05,5.045657117954438e-08,0.0
839,1.9225661937368372e-05,5.284282070701755e-08,0.0
840,8.178219133423065,0.31098848614767677,1.7309466760725245
841,0.0003928147321798479,5.6512704883226516e-08,0.0
842,0.00010899184774690887,5.277596889361048e-08,0.0
843,5.073620519800739e-06,5.0805112348254096e-08,0.0
844,3.609693319535679e-05,4.9742522671487385e-08,0.0
845,1.828800547296513e-05,4.987695035734107e-08,0.0
846,0.0036619978313918193,5.0540775432632216e-08,0.0
847,2.9099940103752122e-05,5.313320716195505e-08,0.0
850,4.768225683971668e-05,5.219355799737416e-08,0.0
851,1.4097566843827489e-05,5.0824144270483956e-08,0.0
852,4.609090617466842e-05,5.0309658293775195e-08,0.0
853,6.861748335710098,1.1373172932370286,1.4193318384493974
854,11.240496062911943,1.2380191036984964,1.4382076838272053
855,8.107977960452948e-05,5.31527441565544e-08,0.0
856,0.0002297494803812683,4.9304877841856174e-08,0.0
857,2.6926452023319463e-05,5.373067493092548e-08,0.0
858,8.640854825798105e-06,5.0291025757911543e-08,0.0
859,2.1264682906072323e-05,5.215301792532815e-08,0.0
860,9.374796134545332e-06,4.822961901208144e-08,0.0
861,6.929513377494963e-05,5.1025067770086284e-08,0.0
863,4.1083119426815225e-05,5.021299060927118e-08,0.0
864,2.716490531503391e-05,4.929096744584096e-08,0.0
865,0.00016015193641432204,6.174105867360563e-08,0.0
866,4.285406717343739e-05,4.776556537198455e-08,0.0
867,8.240965093054463,1.2475728581210836,1.4606931501030713
868,3.9270853692195306e-05,5.645545292342534e-08,0.0
869,4.3995896795316374e-05,5.092936549880823e-08,0.0
870,6.068540333372713,0.626098932319772,1.4844921188061588
871,6.798897772073871,1.0916195519059269,1.4548129195593085
872,3.7340001650050985e-06,4.984222493712074e-08,0.0
873,5.38402471278191e-06,5.084817907746334e-08,0.0
874,4.695979119440256e-05,5.219072922637515e-08,0.0
875,6.858607361768809e-06,4.9207811155963246e-08,0.0
876,5.5993257187268746e-05,5.135166815871655e-08,0.0
877,7.725092133416503e-05,4.0139144344325404e-08,0.0
878,0.00047841871403129724,5.2858419004126e-08,0.0
879,1.8919345685495707e-05,4.487621950496276e-08,0.0
880,7.533028916271012e-05,4.959739501934085e-08,0.0
881,2.8707911482054274e-05,4.9956404075752364e-08,0.0
882,8.656998125504189e-06,4.4280725444737004e-08,0.0
883,6.98619456778744e-05,4.5445995424819796e-08,0.0
884,4.878419049142473,0.14024884727454073,0.526518739860892
885,4.7969458898400576e-05,4.5497462488498534e-08,0.0
886,4.2262230782540305e-05,4.9186971358998665e-08,0.0
887,1.56110344304331e-05,4.9103919454143595e-08,0.0
888,3.955152593127455e-06,5.3375081331125874e-08,0.0
889,4.764579791063516e-06,5.190267881266455e-08,0.0
892,7.183015589258782,1.409281275862062,1.4140867601856648
893,7.123175732540816e-06,5.177870878303358e-08,0.0
894,9.0132708561467e-05,4.897890660394534e-08,0.0
895,0.00015667110577149483,5.015664604775123e-08,0.0
896,1.5244624031719946e-05,4.910709688037316e-08,0.0
897,3.930722010594184e-06,5.240102124853337e-08,0.0
898,0.000229199884103552,5.029597377291965e-08,0.0
899,7.80138172792029e-06,4.8831791884503415e-08,0.0
900,2.8121992032889447e-05,5.132473568817646e-08,0.0
902,1.5369673138649586e-05,5.378184264688856e-08,0.0
903,8.31498803194974,1.004971556055661,1.3134687883489369
904,5.100372656799111e-05,5.2338240151617275e-08,0.0
905,1.0273055224644573e-05,5.0294116997179845e-08,0.0
906,3.065231272952517e-05,5.041253302318159e-08,0.0
907,8.153318755498397e-05,5.001990614491243e-08,0.0
908,6.035976578365588,1.0858621670141042,1.397084256259638
909,9.235550206523413,1.2478314153669279,1.4170893815053645
910,0.00013248529087166692,4.9475617033182595e-08,0.0
911,8.15535134081265e-05,4.456967671762681e-08,0.0
912,0.00012108389416017955,4.7327061144695436e-08,0.0
914,2.02386303908601e-05,5.18704569574522e-08,0.0
916,7.653002471852881,1.004879399722069,1.379045611091464
917,9.935922128818279e-05,5.0072260172042235e-08,0.0
918,8.780989039662634e-05,4.74717972105787e-08,0.0
919,4.7011690443788156e-05,5.548074166516858e-08,0.0
920,2.389342636317764e-05,4.814404506613825e-08,0.0
921,7.612870361612084e-05,4.58929873277127e-08,0.0
923,6.576102032045675e-05,5.039000955641354e-08,0.0
924,2.675932193124804e-05,5.054883647318392e-08,0.0
925,5.853582206239393e-05,5.505699698720791e-08,0.0
926,5.161615488328132e-05,4.907104586096145e-08,0.0
927,2.8295649465648768e-05,4.8639918924582974e-08,0.0
928,7.42419641426216e-05,4.865094696028877e-08,0.0
929,7.3081215105095705,0.9502138487636387,1.3387742349426757
930,5.719559717115664e-05,5.0406425225807855e-08,0.0
931,0.00018612724160755,4.5300448194703975e-08,0.0
932,3.037993824422596e-05,5.2950629265557984e-08,0.0
933,1.3812305296384858e-05,5.198626240531676e-08,0.0
934,2.862219696464256e-05,5.321191615391801e-08,0.0
935,1.3615097275278403e-05,5.488768180783853e-08,0.0
936,0.00024875853835035585,4.778295911345856e-08,0.0
937,7.912200120413098e-05,5.105495787618635e-08,0.0
938,0.0005886397208390093,5.006935761424241e-08,0.0
939,0.0001237753779091662,6.259307769903567e-08,0.0
941,1.5293022309354136e-05,4.8976762584838226e-08,0.0
942,0.0003455582563331825,5.472622286062449e-08,0.0
943,3.937893326044082e-05,5.293339664681572e-08,0.0
944,2.4001011630980765e-05,5.03757925960858e-08,0.0
945,0.00010432063008513788,5.2347843268188895e-08,0.0
946,1.967632601446726e-05,4.620194841773617e-08,0.0
947,0.00010005941719116746,4.97775532295386e-08,0.0
948,6.339887065494235e-05,5.108301594728947e-08,0.0
949,8.143207124291894e-05,4.745017698911712e-08,0.0
950,7.47769340468283e-05,4.946945159087956e-08,0.0
952,7.887630134677272e-06,5.1968129892508377e-08,0.0
953,0.00010708321076982946,5.030018587758866e-08,0.0
954,2.6282871153824365e-06,5.073449656808688e-08,0.0
955,6.726795508771011e-05,4.78573299470345e-08,0.0
956,7.026473077274878e-05,5.316623980578226e-08,0.0
957,1.5867056621845436e-05,5.172714649375646e-08,0.0
959,1.5069968972621722e-05,5.0431211121703296e-08,0.0
960,0.00011001859696033447,4.644016574280081e-08,0.0
962,1.6400553128743307e-05,4.784878375698415e-08,0.0
963,8.08152063431946e-05,4.363730818556639e-08,0.0
964,6.903519098749356,0.9424389919502371,1.4713412196266928
965,0.00011893317804471914,5.523058060863362e-08,0.0
967,6.122694116119826e-05,5.599019297763277e-08,0.0
968,0.00026990958312022445,5.2878445186494194e-08,0.0
969,1.622662186624905e-05,4.873372916144364e-08,0.0
970,3.6430058512644405e-05,5.1979917561142476e-08,0.0
972,7.264506915866819e-05,4.96927497016467e-08,0.0
973,2.3237005826393904e-05,4.7375505288446315e-08,0.0
974,0.0001185060595132124,5.18023721389773e-08,0.0
975,9.180199152355648,1.191169549617338,1.430607521985843
976,1.2506651500849285e-05,6.023364039685436e-08,0.0
977,3.224236511412389e-05,5.010024408232002e-08,0.0
978,7.72067767899891e-05,4.9786847232973205e-08,0.0
979,6.341459301659136e-05,5.219146445329308e-08,0.0
981,9.061030508544884e-05,4.77917787366602e-08,0.0
982,6.081991646364665e-06,5.015661788527986e-08,0.0
983,0.0002864582360523831,5.2179173676760034e-08,0.0
984,1.727935328740646e-05,4.493579872301053e-08,0.0
985,1.720239363470205e-05,5.3514330612894477e-08,0.0
987,7.568733108877781e-05,5.8887857796212706e-08,0.0
988,7.909511702470322e-06,5.248720257312532e-08,0.0
989,8.652192703336311e-06,5.0668728057170755e-08,0.0
990,9.977662394139683,1.3935898641636666,1.417403158060749
991,4.495113982173116e-05,5.052793848545056e-08,0.0
992,3.4954491436223256e-05,5.562900054019655e-08,0.0
993,4.628213885911025e-05,6.040598050691138e-08,0.0
996,7.96221759022334e-05,5.460768798833031e-08,0.0
997,10.263554784641007,1.3477879710572662,1.4153017723501502
998,8.335127756010685e-05,5.1747671196988655e-08,0.0
999,9.16056941413296e-05,5.3427018350212844e-08,0.0
1000,0.00017352961106680662,5.359710764527522e-08,0.0
1001,1.4427152866093418e-05,5.269660435649883e-08,0.0
1003,6.351479592980051e-06,5.230296920576257e-08,0.0
1004,5.6156951613235446e-05,5.397615720622525e-08,0.0
1005,1.2013270227314395e-05,4.691663710320623e-08,0.0
1006,5.103771308500152e-05,5.304782365672052e-08,0.0
1007,8.416934072211042,1.373662467306276,1.4140895843775052
1008,2.2201210105338997e-05,4.7072645543482633e-08,0.0
1009,9.410073735170323,0.7451826293855237,1.4032067583560517
1010,1.0665602936184846e-05,6.164702290969002e-08,0.0
1011,0.00013384922506887303,5.4247628216372526e-08,0.0
1012,0.00018385101641495442,5.022202058721899e-08,0.0
1013,3.435742762235527e-05,5.072528802567334e-08,0.0
1014,11.084775265078283,0.9643334025384428,1.3365934674152964
1015,0.0004145389526433729,4.855667022990728e-08,0.0
1016,6.918185021668276e-05,4.856944595979149e-08,0.0
1017,7.214966247836321e-06,5.5308101128783846e-08,0.0
1018,6.716404395626205e-05,5.307826972886327e-08,0.0
1019,6.586674344809333e-05,6.741534150145872e-08,0.0
1020,0.00012690477800824732,4.864634014226885e-08,0.0
1021,1.0018744131342977e-05,4.936964059379037e-08,0.0
1023,10.471498648308094,1.13706589189485,1.4102055228733412
1024,2.549375398919795e-05,4.697641881056692e-08,0.0
1026,2.804776545730148e-05,4.87006095294024e-08,0.0
1027,5.324409164961185e-06,5.183658342925736e-08,0.0
1028,0.00014519975215457337,4.940697989256897e-08,0.0
1029,3.4187022724252184e-05,4.793170678190516e-08,0.0
1030,4.904101037563186e-05,5.235397664129431e-08,0.0
1031,2.574804834188734e-05,5.111229590980466e-08,0.0
1032,10.750804293301714,1.0108316566769475,1.4161915826618037
1034,0.0001974956604487746,4.9384559735690874e-08,0.0
1035,5.2793707333832695e-05,5.505083074071967e-08,0.0
1036,2.8315701108225095e-05,5.2166402628484644e-08,0.0
1037,5.751602296578833e-05,5.411390295160292e-08,0.0
1038,8.071125731641754e-06,5.001788338519862e-08,0.0
1039,1.6915029096923885e-05,4.494479355566238e-08,0.0
1040,5.754296588335568e-05,5.046425883955672e-08,0.0
1041,1.894767791686652e-05,4.891758007355013e-08,0.0
1043,10.288645103771024,1.101480007091458,1.1907065415658482
1044,0.0001387958198054576,4.7920617652500796e-08,0.0
1045,2.8708780397127342e-05,5.0813912031871606e-08,0.0
1046,6.812454932071332e-05,5.014528737827319e-08,0.0
1047,5.1074691671414126e-05,4.951878651935907e-08,0.0
1048,8.857769730082857e-05,5.202514318955063e-08,0.0
1050,2.6323194268802253e-05,5.1377665690368117e-08,0.0
1051,3.080337261493542e-05,5.0908831140561814e-08,0.0
1053,5.7293456011603005e-05,5.123466571834868e-08,0.0
1054,5.134434504555444e-06,5.0366769435535255e-08,0.0
1055,2.0745754296739563e-05,5.000117140459862e-08,0.0
1056,2.854754893325668e-05,4.7965356589818754e-08,0.0
1057,7.076140560988572e-05,5.236074395179091e-08,0.0
1058,8.201007385808303,0.9606437906508506,1.3735168866006588
1059,7.202638275958635e-06,4.944504338327954e-08,0.0
1060,10.18519470826913,1.4056487606472645,1.4173728070008373
1061,0.00012618993708306974,5.118788350408826e-08,0.0
1062,6.621382624091103e-05,5.09977944987595e-08,0.0
1064,5.650315363041518e-05,4.9091725592158896e-08,0.0
1065,6.696619117980367e-06,4.8239860851789476e-08,0.0
1066,0.000194200531022396,5.0621072690772716e-08,0.0
1068,9.293734873421535,1.3109323556134123,1.4027764404674756
1069,0.00020725331617387616,4.7510382652207186e-08,0.0
1070,4.490580114588287e-05,4.909959681352486e-08,0.0
1071,0.00011005022833111262,5.213308390794399e-08,0.0
1072,7.843449982996645,0.9814325877475456,1.445729426853457
1073,7.489277709947097,1.3083052977655334,1.4137074552240634
1074,3.250319176394517e-05,5.095647580727918e-08,0.0
1075,3.61179858869497e-05,4.4923159977089416e-08,0.0
1076,9.099208553899007e-05,5.325379771931261e-08,0.0
1077,0.0001735673947260693,4.88319756266879e-08,0.0
1078,5.288446679516411e-05,5.5524726016353024e-08,0.0
1079,9.963950767088368e-05,5.155785780767166e-08,0.0
1080,3.4184811128113356e-05,5.160027290805196e-08,0.0
1081,4.653403946885306e-05,5.278965176614947e-08,0.0
1082,5.168625851202667,0.9538785502157935,1.4490463231705535
1083,4.32042770950091e-05,5.1863394671018984e-08,0.0
1085,0.0001412153074709755,4.6108782009606395e-08,0.0
1087,4.6136649747936607e-05,4.6609734524397674e-08,0.0
1091,0.0005316240934632112,4.8961467085323466e-08,0.0
1092,0.00012873451591848377,4.9453693225302954e-08,0.0
1093,3.7117156191671376e-05,5.4006856496225354e-08,0.0
1094,8.644520894792246,0.7974059505492578,1.5235512686885997
1095,3.007600053400292e-05,4.977831788826316e-08,0.0
1096,5.868895873381424e-05,5.385019172749921e-08,0.0
1097,6.667334741172143e-06,4.602267610337753e-08,0.0
1098,1.4220869311002266e-05,4.920028457530888e-08,0.0
1099,4.127922603249934e-05,5.185910474387876e-08,0.0
1101,9.374710639070577e-05,4.5675595329104684e-08,0.0
1102,2.3894584566888255e-05,5.170219992196227e-08,0.0
1104,6.460915412901723,1.310928295116803,1.4141441579613063
1105,9.739638030911522,1.1792224546223633,1.4155558053716202
1106,0.00014262975010373373,5.184229731706107e-08,0.0
1107,0.0002625707768148207,5.76411414910585e-08,0.0
1109,4.591317606971014e-06,4.914526518554458e-08,0.0
1110,7.726112855856342,1.0113500782537088,1.4719070739103381
1111,0.00031617940890258143,5.4987939872644914e-08,0.0
1112,2.257152250655264e-05,4.89048389198301e-08,0.0
1113,0.0003996108910233387,4.8798159846819587e-08,0.0
1114,1.3063835275865023e-05,5.0570783966553045e-08,0.0
1117,0.0001512120967203898,5.221157681928507e-08,0.0
1118,0.00010968405844289358,4.817818037814546e-08,0.0
1119,5.586638153330128e-05,4.947482444751811e-08,0.0
1120,3.798804486600502e-05,4.801576967793075e-08,0.0
1121,4.789525272043925e-06,5.1078362442051095e-08,0.0
1122,0.00010639111144768928,5.102765532651892e-08,0.0
1123,4.5500421600368116e-05,5.328296916789511e-08,0.0
1124,1.3200267357342995e-05,4.88897999515764e-08,0.0
