patch_index,reuse_vs_pedalboard__log_spectral_distance_db,reuse_vs_pedalboard__spectral_convergence,reuse_vs_pedalboard__normalized_rms_difference,reload_vs_pedalboard__log_spectral_distance_db,reload_vs_pedalboard__spectral_convergence,reload_vs_pedalboard__normalized_rms_difference,reuse_vs_reload__log_spectral_distance_db,reuse_vs_reload__spectral_convergence,reuse_vs_reload__normalized_rms_difference
811,3.232994002931652e-05,4.388770264522249e-08,0.0,3.232994002931652e-05,4.388770264522249e-08,0.0,0.0,0.0,0.0
812,9.274970307185516e-05,4.537746278568789e-08,0.0,9.274970307185516e-05,4.537746278568789e-08,0.0,0.0,0.0,0.0
813,10.104062637075534,1.1891222636255498,1.3975075352145718,9.886548212638983,1.1262519926097858,1.399350676286115,5.94288444519043,1.2486039400100708,1.4061895608901978
814,2.403314316270256e-05,5.0668990465078295e-08,0.0,2.403314316270256e-05,5.0668990465078295e-08,0.0,0.0,0.0,0.0
815,9.383474486099309e-05,5.4342065429193535e-08,0.0,9.383474486099309e-05,5.4342065429193535e-08,0.0,0.0,0.0,0.0
816,5.657697710339699e-05,5.0984867006296615e-08,0.0,5.657697710339699e-05,5.0984867006296615e-08,0.0,0.0,0.0,0.0
817,6.792785349764629e-05,5.143932910354623e-08,0.0,6.792785349764629e-05,5.143932910354623e-08,0.0,0.0,0.0,0.0
818,1.7931584603639394e-05,5.1467849229486315e-08,0.0,1.7931584603639394e-05,5.1467849229486315e-08,0.0,0.0,0.0,0.0
821,2.6307214432372484e-05,5.115168241679298e-08,0.0,2.6307214432372484e-05,5.115168241679298e-08,0.0,0.0,0.0,0.0
822,0.00016904823746588033,5.43355763509785e-08,0.0,0.00016904823746588033,5.43355763509785e-08,0.0,0.0,0.0,0.0
823,5.68015005112958e-06,5.313546473592231e-08,0.0,5.68015005112958e-06,5.313546473592231e-08,0.0,0.0,0.0,0.0
825,0.00011672436434364652,4.969346249799941e-08,0.0,0.00011672436434364652,4.969346249799941e-08,0.0,0.0,0.0,0.0
826,1.1608298910640204e-05,4.9923038310573056e-08,0.0,1.1608298910640204e-05,4.9923038310573056e-08,0.0,0.0,0.0,0.0
827,7.827272074692142,1.165046708681814,1.4191570911041902,7.957723526048687,1.1290510922142103,1.3811011915660238,8.205330848693848,1.157092571258545,1.3944505453109741
828,12.16330184554436,1.3971298738153206,1.414570171435193,11.598618104103812,1.396073781784984,1.4106314841990817,11.604486465454102,1.3819153308868408,1.4080904722213745
829,8.898027843961505e-06,4.8990010710519354e-08,0.0,8.898027843961505e-06,4.8990010710519354e-08,0.0,0.0,0.0,0.0
830,0.002553752959535828,5.33279976965437e-08,0.0,0.002553752959535828,5.33279976965437e-08,0.0,0.0,0.0,0.0
831,5.178463275586151e-06,5.103848908548823e-08,0.0,5.178463275586151e-06,5.103848908548823e-08,0.0,0.0,0.0,0.0
832,8.889917846091138e-05,5.0884155917557004e-08,0.0,8.889917846091138e-05,5.0884155917557004e-08,0.0,0.0,0.0,0.0
833,9.232518287846888,1.3918292001848669,1.415341379645871,7.676484391350809,1.4018295633318747,1.4119254495167017,9.30029010772705,1.3998745679855347,1.4145053625106812
834,1.842017315531219e-05,5.151292209257276e-08,0.0,1.842017315531219e-05,5.151292209257276e-08,0.0,0.0,0.0,0.0
835,9.947613865685941e-05,5.161892324508004e-08,0.0,9.947613865685941e-05,5.161892324508004e-08,0.0,0.0,0.0,0.0
836,5.056836944919317e-06,5.0481740638673415e-08,0.0,5.056836944919317e-06,5.0481740638673415e-08,0.0,0.0,0.0,0.0
837,0.00015413739425358642,4.8501087015214204e-08,0.0,0.00015413739425358642,4.8501087015214204e-08,0.0,0.0,0.0,0.0
838,2.7923660346102865e-05,5.045657117954438e-08,0.0,2.7923660346102865e-05,5.045657117954438e-08,0.0,0.0,0.0,0.0
839,1.9225661937368372e-05,5.284282070701755e-08,0.0,1.9225661937368372e-05,5.284282070701755e-08,0.0,0.0,0.0,0.0
840,8.241930809421202,0.34007771135592885,1.6084247665947762,8.151030617711218,0.2516732082096056,1.3310590778991085,8.247661590576172,0.2536720335483551,1.5470776557922363
841,0.0003928147321798479,5.6512704883226516e-08,0.0,0.0003928147321798479,5.6512704883226516e-08,0.0,0.0,0.0,0.0
842,0.00010899184774690887,5.277596889361048e-08,0.0,0.00010899184774690887,5.277596889361048e-08,0.0,0.0,0.0,0.0
843,5.073620519800739e-06,5.0805112348254096e-08,0.0,5.073620519800739e-06,5.0805112348254096e-08,0.0,0.0,0.0,0.0
844,3.609693319535679e-05,4.9742522671487385e-08,0.0,3.609693319535679e-05,4.9742522671487385e-08,0.0,0.0,0.0,0.0
845,1.828800547296513e-05,4.987695035734107e-08,0.0,1.828800547296513e-05,4.987695035734107e-08,0.0,0.0,0.0,0.0
846,0.0036619978313918193,5.0540775432632216e-08,0.0,0.0036619978313918193,5.0540775432632216e-08,0.0,0.0,0.0,0.0
847,2.9099940103752122e-05,5.313320716195505e-08,0.0,2.9099940103752122e-05,5.313320716195505e-08,0.0,0.0,0.0,0.0
850,4.768225683971668e-05,5.219355799737416e-08,0.0,4.768225683971668e-05,5.219355799737416e-08,0.0,0.0,0.0,0.0
851,1.4097566843827489e-05,5.0824144270483956e-08,0.0,1.4097566843827489e-05,5.0824144270483956e-08,0.0,0.0,0.0,0.0
852,4.609090617466842e-05,5.0309658293775195e-08,0.0,4.609090617466842e-05,5.0309658293775195e-08,0.0,0.0,0.0,0.0
853,6.762873570348723,1.333548811200489,1.4215650337890107,7.271949803939643,1.2635444589927574,1.4071349513754177,7.633094787597656,1.369127631187439,1.413091778755188
854,10.92092351672464,1.3365525220670564,1.4155113255733829,10.939107597448567,1.1112855522970477,1.404840301942442,10.34211540222168,1.1221665143966675,1.415266513824463
855,8.107977960452948e-05,5.31527441565544e-08,0.0,8.107977960452948e-05,5.31527441565544e-08,0.0,0.0,0.0,0.0
856,0.0002297494803812683,4.9304877841856174e-08,0.0,0.0002297494803812683,4.9304877841856174e-08,0.0,0.0,0.0,0.0
857,2.6926452023319463e-05,5.373067493092548e-08,0.0,2.6926452023319463e-05,5.373067493092548e-08,0.0,0.0,0.0,0.0
858,8.640854825798105e-06,5.0291025757911543e-08,0.0,8.640854825798105e-06,5.0291025757911543e-08,0.0,0.0,0.0,0.0
859,2.1264682906072323e-05,5.215301792532815e-08,0.0,2.1264682906072323e-05,5.215301792532815e-08,0.0,0.0,0.0,0.0
860,9.374796134545332e-06,4.822961901208144e-08,0.0,9.374796134545332e-06,4.822961901208144e-08,0.0,0.0,0.0,0.0
861,6.929513377494963e-05,5.1025067770086284e-08,0.0,6.929513377494963e-05,5.1025067770086284e-08,0.0,0.0,0.0,0.0
863,4.1083119426815225e-05,5.021299060927118e-08,0.0,4.1083119426815225e-05,5.021299060927118e-08,0.0,0.0,0.0,0.0
864,2.716490531503391e-05,4.929096744584096e-08,0.0,2.716490531503391e-05,4.929096744584096e-08,0.0,0.0,0.0,0.0
865,0.00016015193641432204,6.174105867360563e-08,0.0,0.00016015193641432204,6.174105867360563e-08,0.0,0.0,0.0,0.0
866,4.285406717343739e-05,4.776556537198455e-08,0.0,4.285406717343739e-05,4.776556537198455e-08,0.0,0.0,0.0,0.0
867,8.777698069705764,1.2972722979098514,1.4209908275880359,11.040507731902244,1.268613792753211,1.4213511036852853,11.543889999389648,1.2015336751937866,1.394723653793335
868,3.9270853692195306e-05,5.645545292342534e-08,0.0,3.9270853692195306e-05,5.645545292342534e-08,0.0,0.0,0.0,0.0
869,4.3995896795316374e-05,5.092936549880823e-08,0.0,4.3995896795316374e-05,5.092936549880823e-08,0.0,0.0,0.0,0.0
870,9.545627660244662,0.5539338121106951,1.50534245275028,10.84112495178196,1.3941884984063342,1.4108056429669769,11.217933654785156,1.3843454122543335,1.4234092235565186
871,8.436009324535872,0.9145660503409421,1.4408791681285962,8.255579491299056,1.2108175586917467,1.4438021205781038,6.953620910644531,1.18161940574646,1.4106234312057495
872,3.7340001650050985e-06,4.984222493712074e-08,0.0,3.7340001650050985e-06,4.984222493712074e-08,0.0,0.0,0.0,0.0
873,5.38402471278191e-06,5.084817907746334e-08,0.0,5.38402471278191e-06,5.084817907746334e-08,0.0,0.0,0.0,0.0
874,4.695979119440256e-05,5.219072922637515e-08,0.0,4.695979119440256e-05,5.219072922637515e-08,0.0,0.0,0.0,0.0
875,6.858607361768809e-06,4.9207811155963246e-08,0.0,6.858607361768809e-06,4.9207811155963246e-08,0.0,0.0,0.0,0.0
876,5.5993257187268746e-05,5.135166815871655e-08,0.0,5.5993257187268746e-05,5.135166815871655e-08,0.0,0.0,0.0,0.0
877,7.725092133416503e-05,4.0139144344325404e-08,0.0,7.725092133416503e-05,4.0139144344325404e-08,0.0,0.0,0.0,0.0
878,0.00047841871403129724,5.2858419004126e-08,0.0,0.00047841871403129724,5.2858419004126e-08,0.0,0.0,0.0,0.0
879,1.8919345685495707e-05,4.487621950496276e-08,0.0,1.8919345685495707e-05,4.487621950496276e-08,0.0,0.0,0.0,0.0
880,7.533028916271012e-05,4.959739501934085e-08,0.0,7.533028916271012e-05,4.959739501934085e-08,0.0,0.0,0.0,0.0
881,2.8707911482054274e-05,4.9956404075752364e-08,0.0,2.8707911482054274e-05,4.9956404075752364e-08,0.0,0.0,0.0,0.0
882,8.656998125504189e-06,4.4280725444737004e-08,0.0,8.656998125504189e-06,4.4280725444737004e-08,0.0,0.0,0.0,0.0
883,6.98619456778744e-05,4.5445995424819796e-08,0.0,6.98619456778744e-05,4.5445995424819796e-08,0.0,0.0,0.0,0.0
884,8.335371067154295,0.3860790624015788,1.4210641617147097,8.238857829612902,0.051434890480644244,0.3498705693941088,5.083714485168457,0.38701367378234863,1.4297879934310913
885,4.7969458898400576e-05,4.5497462488498534e-08,0.0,4.7969458898400576e-05,4.5497462488498534e-08,0.0,0.0,0.0,0.0
886,4.2262230782540305e-05,4.9186971358998665e-08,0.0,4.2262230782540305e-05,4.9186971358998665e-08,0.0,0.0,0.0,0.0
887,1.56110344304331e-05,4.9103919454143595e-08,0.0,1.56110344304331e-05,4.9103919454143595e-08,0.0,0.0,0.0,0.0
888,3.955152593127455e-06,5.3375081331125874e-08,0.0,3.955152593127455e-06,5.3375081331125874e-08,0.0,0.0,0.0,0.0
889,4.764579791063516e-06,5.190267881266455e-08,0.0,4.764579791063516e-06,5.190267881266455e-08,0.0,0.0,0.0,0.0
892,6.834945893408372,1.4120555150966445,1.4145351033132783,6.976382228469565,1.4125681690028362,1.4144455908224747,6.418842792510986,1.385147213935852,1.4163599014282227
893,7.123175732540816e-06,5.177870878303358e-08,0.0,7.123175732540816e-06,5.177870878303358e-08,0.0,0.0,0.0,0.0
894,9.0132708561467e-05,4.897890660394534e-08,0.0,9.0132708561467e-05,4.897890660394534e-08,0.0,0.0,0.0,0.0
895,0.00015667110577149483,5.015664604775123e-08,0.0,0.00015667110577149483,5.015664604775123e-08,0.0,0.0,0.0,0.0
896,1.5244624031719946e-05,4.910709688037316e-08,0.0,1.5244624031719946e-05,4.910709688037316e-08,0.0,0.0,0.0,0.0
897,3.930722010594184e-06,5.240102124853337e-08,0.0,3.930722010594184e-06,5.240102124853337e-08,0.0,0.0,0.0,0.0
898,0.000229199884103552,5.029597377291965e-08,0.0,0.000229199884103552,5.029597377291965e-08,0.0,0.0,0.0,0.0
899,7.80138172792029e-06,4.8831791884503415e-08,0.0,7.80138172792029e-06,4.8831791884503415e-08,0.0,0.0,0.0,0.0
900,2.8121992032889447e-05,5.132473568817646e-08,0.0,2.8121992032889447e-05,5.132473568817646e-08,0.0,0.0,0.0,0.0
902,1.5369673138649586e-05,5.378184264688856e-08,0.0,1.5369673138649586e-05,5.378184264688856e-08,0.0,0.0,0.0,0.0
903,8.829017493797007,1.2313896999019847,1.4041081210277486,8.330274225770639,0.978144024170149,1.3890118729426644,8.282669067382812,1.1648451089859009,1.4087295532226562
904,5.100372656799111e-05,5.2338240151617275e-08,0.0,5.100372656799111e-05,5.2338240151617275e-08,0.0,0.0,0.0,0.0
905,1.0273055224644573e-05,5.0294116997179845e-08,0.0,1.0273055224644573e-05,5.0294116997179845e-08,0.0,0.0,0.0,0.0
906,3.065231272952517e-05,5.041253302318159e-08,0.0,3.065231272952517e-05,5.041253302318159e-08,0.0,0.0,0.0,0.0
907,8.153318755498397e-05,5.001990614491243e-08,0.0,8.153318755498397e-05,5.001990614491243e-08,0.0,0.0,0.0,0.0
908,6.3087681290487625,1.1359380057456512,1.384363068510052,6.461988291146785,1.0715168548132847,1.3963258842723978,6.412374019622803,1.0424273014068604,1.398764967918396
909,8.950210728906372,1.2462543302315343,1.4067031023321885,8.634242415344533,0.9513450520706914,1.4356809472943477,8.987455368041992,1.0188753604888916,1.2590734958648682
910,0.00013248529087166692,4.9475617033182595e-08,0.0,0.00013248529087166692,4.9475617033182595e-08,0.0,0.0,0.0,0.0
911,8.15535134081265e-05,4.456967671762681e-08,0.0,8.15535134081265e-05,4.456967671762681e-08,0.0,0.0,0.0,0.0
912,0.00012108389416017955,4.7327061144695436e-08,0.0,0.00012108389416017955,4.7327061144695436e-08,0.0,0.0,0.0,0.0
914,2.02386303908601e-05,5.18704569574522e-08,0.0,2.02386303908601e-05,5.18704569574522e-08,0.0,0.0,0.0,0.0
916,7.674511516659918,1.0466215503542382,1.4450066018957604,8.168810481435424,1.1386070465262874,1.4105591013561967,7.672344207763672,1.0645166635513306,1.4294404983520508
917,9.935922128818279e-05,5.0072260172042235e-08,0.0,9.935922128818279e-05,5.0072260172042235e-08,0.0,0.0,0.0,0.0
918,8.780989039662634e-05,4.74717972105787e-08,0.0,8.780989039662634e-05,4.74717972105787e-08,0.0,0.0,0.0,0.0
919,4.7011690443788156e-05,5.548074166516858e-08,0.0,4.7011690443788156e-05,5.548074166516858e-08,0.0,0.0,0.0,0.0
920,2.389342636317764e-05,4.814404506613825e-08,0.0,2.389342636317764e-05,4.814404506613825e-08,0.0,0.0,0.0,0.0
921,7.612870361612084e-05,4.58929873277127e-08,0.0,7.612870361612084e-05,4.58929873277127e-08,0.0,0.0,0.0,0.0
923,6.576102032045675e-05,5.039000955641354e-08,0.0,6.576102032045675e-05,5.039000955641354e-08,0.0,0.0,0.0,0.0
924,2.675932193124804e-05,5.054883647318392e-08,0.0,2.675932193124804e-05,5.054883647318392e-08,0.0,0.0,0.0,0.0
925,5.853582206239393e-05,5.505699698720791e-08,0.0,5.853582206239393e-05,5.505699698720791e-08,0.0,0.0,0.0,0.0
926,5.161615488328132e-05,4.907104586096145e-08,0.0,5.161615488328132e-05,4.907104586096145e-08,0.0,0.0,0.0,0.0
927,2.8295649465648768e-05,4.8639918924582974e-08,0.0,2.8295649465648768e-05,4.8639918924582974e-08,0.0,0.0,0.0,0.0
928,7.42419641426216e-05,4.865094696028877e-08,0.0,7.42419641426216e-05,4.865094696028877e-08,0.0,0.0,0.0,0.0
929,6.630430225340179,1.0863340749967414,1.441567226910335,6.252082005697557,1.107573695935589,1.3838287440594292,6.402370452880859,0.8385959267616272,1.435540795326233
930,5.719559717115664e-05,5.0406425225807855e-08,0.0,5.719559717115664e-05,5.0406425225807855e-08,0.0,0.0,0.0,0.0
931,0.00018612724160755,4.5300448194703975e-08,0.0,0.00018612724160755,4.5300448194703975e-08,0.0,0.0,0.0,0.0
932,3.037993824422596e-05,5.2950629265557984e-08,0.0,3.037993824422596e-05,5.2950629265557984e-08,0.0,0.0,0.0,0.0
933,1.3812305296384858e-05,5.198626240531676e-08,0.0,1.3812305296384858e-05,5.198626240531676e-08,0.0,0.0,0.0,0.0
934,2.862219696464256e-05,5.321191615391801e-08,0.0,2.862219696464256e-05,5.321191615391801e-08,0.0,0.0,0.0,0.0
935,1.3615097275278403e-05,5.488768180783853e-08,0.0,1.3615097275278403e-05,5.488768180783853e-08,0.0,0.0,0.0,0.0
936,0.00024875853835035585,4.778295911345856e-08,0.0,0.00024875853835035585,4.778295911345856e-08,0.0,0.0,0.0,0.0
937,7.912200120413098e-05,5.105495787618635e-08,0.0,7.912200120413098e-05,5.105495787618635e-08,0.0,0.0,0.0,0.0
938,0.0005886397208390093,5.006935761424241e-08,0.0,0.0005886397208390093,5.006935761424241e-08,0.0,0.0,0.0,0.0
939,0.0001237753779091662,6.259307769903567e-08,0.0,0.0001237753779091662,6.259307769903567e-08,0.0,0.0,0.0,0.0
941,1.5293022309354136e-05,4.8976762584838226e-08,0.0,1.5293022309354136e-05,4.8976762584838226e-08,0.0,0.0,0.0,0.0
942,0.0003455582563331825,5.472622286062449e-08,0.0,0.0003455582563331825,5.472622286062449e-08,0.0,0.0,0.0,0.0
943,3.937893326044082e-05,5.293339664681572e-08,0.0,3.937893326044082e-05,5.293339664681572e-08,0.0,0.0,0.0,0.0
944,2.4001011630980765e-05,5.03757925960858e-08,0.0,2.4001011630980765e-05,5.03757925960858e-08,0.0,0.0,0.0,0.0
945,0.00010432063008513788,5.2347843268188895e-08,0.0,0.00010432063008513788,5.2347843268188895e-08,0.0,0.0,0.0,0.0
946,1.967632601446726e-05,4.620194841773617e-08,0.0,1.967632601446726e-05,4.620194841773617e-08,0.0,0.0,0.0,0.0
947,0.00010005941719116746,4.97775532295386e-08,0.0,0.00010005941719116746,4.97775532295386e-08,0.0,0.0,0.0,0.0
948,6.339887065494235e-05,5.108301594728947e-08,0.0,6.339887065494235e-05,5.108301594728947e-08,0.0,0.0,0.0,0.0
949,8.143207124291894e-05,4.745017698911712e-08,0.0,8.143207124291894e-05,4.745017698911712e-08,0.0,0.0,0.0,0.0
950,7.47769340468283e-05,4.946945159087956e-08,0.0,7.47769340468283e-05,4.946945159087956e-08,0.0,0.0,0.0,0.0
952,7.887630134677272e-06,5.1968129892508377e-08,0.0,7.887630134677272e-06,5.1968129892508377e-08,0.0,0.0,0.0,0.0
953,0.00010708321076982946,5.030018587758866e-08,0.0,0.00010708321076982946,5.030018587758866e-08,0.0,0.0,0.0,0.0
954,2.6282871153824365e-06,5.073449656808688e-08,0.0,2.6282871153824365e-06,5.073449656808688e-08,0.0,0.0,0.0,0.0
955,6.726795508771011e-05,4.78573299470345e-08,0.0,6.726795508771011e-05,4.78573299470345e-08,0.0,0.0,0.0,0.0
956,7.026473077274878e-05,5.316623980578226e-08,0.0,7.026473077274878e-05,5.316623980578226e-08,0.0,0.0,0.0,0.0
957,1.5867056621845436e-05,5.172714649375646e-08,0.0,1.5867056621845436e-05,5.172714649375646e-08,0.0,0.0,0.0,0.0
959,1.5069968972621722e-05,5.0431211121703296e-08,0.0,1.5069968972621722e-05,5.0431211121703296e-08,0.0,0.0,0.0,0.0
960,0.00011001859696033447,4.644016574280081e-08,0.0,0.00011001859696033447,4.644016574280081e-08,0.0,0.0,0.0,0.0
962,1.6400553128743307e-05,4.784878375698415e-08,0.0,1.6400553128743307e-05,4.784878375698415e-08,0.0,0.0,0.0,0.0
963,8.08152063431946e-05,4.363730818556639e-08,0.0,8.08152063431946e-05,4.363730818556639e-08,0.0,0.0,0.0,0.0
964,7.241211477932096,1.1922486251341096,1.4035691839872912,6.890108683051763,0.9259884005425014,1.4316828226922398,6.9633378982543945,0.8871288895606995,1.4625747203826904
965,0.00011893317804471914,5.523058060863362e-08,0.0,0.00011893317804471914,5.523058060863362e-08,0.0,0.0,0.0,0.0
967,6.122694116119826e-05,5.599019297763277e-08,0.0,6.122694116119826e-05,5.599019297763277e-08,0.0,0.0,0.0,0.0
968,0.00026990958312022445,5.2878445186494194e-08,0.0,0.00026990958312022445,5.2878445186494194e-08,0.0,0.0,0.0,0.0
969,1.622662186624905e-05,4.873372916144364e-08,0.0,1.622662186624905e-05,4.873372916144364e-08,0.0,0.0,0.0,0.0
970,3.6430058512644405e-05,5.1979917561142476e-08,0.0,3.6430058512644405e-05,5.1979917561142476e-08,0.0,0.0,0.0,0.0
972,7.264506915866819e-05,4.96927497016467e-08,0.0,7.264506915866819e-05,4.96927497016467e-08,0.0,0.0,0.0,0.0
973,2.3237005826393904e-05,4.7375505288446315e-08,0.0,2.3237005826393904e-05,4.7375505288446315e-08,0.0,0.0,0.0,0.0
974,0.0001185060595132124,5.18023721389773e-08,0.0,0.0001185060595132124,5.18023721389773e-08,0.0,0.0,0.0,0.0
975,9.221859893282517,1.3099875542048516,1.4183245471178534,8.22757534142916,1.1916977659186478,1.4297273126481185,9.260321617126465,1.1610454320907593,1.4222196340560913
976,1.2506651500849285e-05,6.023364039685436e-08,0.0,1.2506651500849285e-05,6.023364039685436e-08,0.0,0.0,0.0,0.0
977,3.224236511412389e-05,5.010024408232002e-08,0.0,3.224236511412389e-05,5.010024408232002e-08,0.0,0.0,0.0,0.0
978,7.72067767899891e-05,4.9786847232973205e-08,0.0,7.72067767899891e-05,4.9786847232973205e-08,0.0,0.0,0.0,0.0
979,6.341459301659136e-05,5.219146445329308e-08,0.0,6.341459301659136e-05,5.219146445329308e-08,0.0,0.0,0.0,0.0
981,9.061030508544884e-05,4.77917787366602e-08,0.0,9.061030508544884e-05,4.77917787366602e-08,0.0,0.0,0.0,0.0
982,6.081991646364665e-06,5.015661788527986e-08,0.0,6.081991646364665e-06,5.015661788527986e-08,0.0,0.0,0.0,0.0
983,0.0002864582360523831,5.2179173676760034e-08,0.0,0.0002864582360523831,5.2179173676760034e-08,0.0,0.0,0.0,0.0
984,1.727935328740646e-05,4.493579872301053e-08,0.0,1.727935328740646e-05,4.493579872301053e-08,0.0,0.0,0.0,0.0
985,1.720239363470205e-05,5.3514330612894477e-08,0.0,1.720239363470205e-05,5.3514330612894477e-08,0.0,0.0,0.0,0.0
987,7.568733108877781e-05,5.8887857796212706e-08,0.0,7.568733108877781e-05,5.8887857796212706e-08,0.0,0.0,0.0,0.0
988,7.909511702470322e-06,5.248720257312532e-08,0.0,7.909511702470322e-06,5.248720257312532e-08,0.0,0.0,0.0,0.0
989,8.652192703336311e-06,5.0668728057170755e-08,0.0,8.652192703336311e-06,5.0668728057170755e-08,0.0,0.0,0.0,0.0
990,11.504848068615587,1.412998404106167,1.4141881113377848,11.119482070798918,1.407723236890976,1.4120847321092849,9.896279335021973,1.4094929695129395,1.4149264097213745
991,4.495113982173116e-05,5.052793848545056e-08,0.0,4.495113982173116e-05,5.052793848545056e-08,0.0,0.0,0.0,0.0
992,3.4954491436223256e-05,5.562900054019655e-08,0.0,3.4954491436223256e-05,5.562900054019655e-08,0.0,0.0,0.0,0.0
993,4.628213885911025e-05,6.040598050691138e-08,0.0,4.628213885911025e-05,6.040598050691138e-08,0.0,0.0,0.0,0.0
996,7.96221759022334e-05,5.460768798833031e-08,0.0,7.96221759022334e-05,5.460768798833031e-08,0.0,0.0,0.0,0.0
997,11.939124641412757,1.406495850422151,1.4147003040253445,11.726300307627914,1.1055495336451213,1.4189005138602888,11.172741889953613,1.311913013458252,1.4259623289108276
998,8.335127756010685e-05,5.1747671196988655e-08,0.0,8.335127756010685e-05,5.1747671196988655e-08,0.0,0.0,0.0,0.0
999,9.16056941413296e-05,5.3427018350212844e-08,0.0,9.16056941413296e-05,5.3427018350212844e-08,0.0,0.0,0.0,0.0
1000,0.00017352961106680662,5.359710764527522e-08,0.0,0.00017352961106680662,5.359710764527522e-08,0.0,0.0,0.0,0.0
1001,1.4427152866093418e-05,5.269660435649883e-08,0.0,1.4427152866093418e-05,5.269660435649883e-08,0.0,0.0,0.0,0.0
1003,6.351479592980051e-06,5.230296920576257e-08,0.0,6.351479592980051e-06,5.230296920576257e-08,0.0,0.0,0.0,0.0
1004,5.6156951613235446e-05,5.397615720622525e-08,0.0,5.6156951613235446e-05,5.397615720622525e-08,0.0,0.0,0.0,0.0
1005,1.2013270227314395e-05,4.691663710320623e-08,0.0,1.2013270227314395e-05,4.691663710320623e-08,0.0,0.0,0.0,0.0
1006,5.103771308500152e-05,5.304782365672052e-08,0.0,5.103771308500152e-05,5.304782365672052e-08,0.0,0.0,0.0,0.0
1007,8.189826145246618,1.2602720400190777,1.4138367496856097,8.208477370658317,1.3618954036509683,1.4189964393636332,8.20111083984375,1.3678150177001953,1.4100852012634277
1008,2.2201210105338997e-05,4.7072645543482633e-08,0.0,2.2201210105338997e-05,4.7072645543482633e-08,0.0,0.0,0.0,0.0
1009,9.13385830765008,1.0233820907474915,1.4028382424246244,9.856948158923911,1.2021661537707131,1.412006314631714,9.446221351623535,0.9928868412971497,1.4138844013214111
1010,1.0665602936184846e-05,6.164702290969002e-08,0.0,1.0665602936184846e-05,6.164702290969002e-08,0.0,0.0,0.0,0.0
1011,0.00013384922506887303,5.4247628216372526e-08,0.0,0.00013384922506887303,5.4247628216372526e-08,0.0,0.0,0.0,0.0
1012,0.00018385101641495442,5.022202058721899e-08,0.0,0.00018385101641495442,5.022202058721899e-08,0.0,0.0,0.0,0.0
1013,3.435742762235527e-05,5.072528802567334e-08,0.0,3.435742762235527e-05,5.072528802567334e-08,0.0,0.0,0.0,0.0
1014,11.068361092162935,1.1146057120506163,1.4190286310805207,9.814629835356197,1.1579922815218666,1.4085926102134816,10.734339714050293,1.2513902187347412,1.396162509918213
1015,0.0004145389526433729,4.855667022990728e-08,0.0,0.0004145389526433729,4.855667022990728e-08,0.0,0.0,0.0,0.0
1016,6.918185021668276e-05,4.856944595979149e-08,0.0,6.918185021668276e-05,4.856944595979149e-08,0.0,0.0,0.0,0.0
1017,7.214966247836321e-06,5.5308101128783846e-08,0.0,7.214966247836321e-06,5.5308101128783846e-08,0.0,0.0,0.0,0.0
1018,6.716404395626205e-05,5.307826972886327e-08,0.0,6.716404395626205e-05,5.307826972886327e-08,0.0,0.0,0.0,0.0
1019,6.586674344809333e-05,6.741534150145872e-08,0.0,6.586674344809333e-05,6.741534150145872e-08,0.0,0.0,0.0,0.0
1020,0.00012690477800824732,4.864634014226885e-08,0.0,0.00012690477800824732,4.864634014226885e-08,0.0,0.0,0.0,0.0
1021,1.0018744131342977e-05,4.936964059379037e-08,0.0,1.0018744131342977e-05,4.936964059379037e-08,0.0,0.0,0.0,0.0
1023,10.993658114722274,1.3580825945699577,1.4081089734005356,11.00567117472678,1.3625145972488817,1.4130923639242114,10.370644569396973,1.3583803176879883,1.4164737462997437
1024,2.549375398919795e-05,4.697641881056692e-08,0.0,2.549375398919795e-05,4.697641881056692e-08,0.0,0.0,0.0,0.0
1026,2.804776545730148e-05,4.87006095294024e-08,0.0,2.804776545730148e-05,4.87006095294024e-08,0.0,0.0,0.0,0.0
1027,5.324409164961185e-06,5.183658342925736e-08,0.0,5.324409164961185e-06,5.183658342925736e-08,0.0,0.0,0.0,0.0
1028,0.00014519975215457337,4.940697989256897e-08,0.0,0.00014519975215457337,4.940697989256897e-08,0.0,0.0,0.0,0.0
1029,3.4187022724252184e-05,4.793170678190516e-08,0.0,3.4187022724252184e-05,4.793170678190516e-08,0.0,0.0,0.0,0.0
1030,4.904101037563186e-05,5.235397664129431e-08,0.0,4.904101037563186e-05,5.235397664129431e-08,0.0,0.0,0.0,0.0
1031,2.574804834188734e-05,5.111229590980466e-08,0.0,2.574804834188734e-05,5.111229590980466e-08,0.0,0.0,0.0,0.0
1032,10.363286918027702,0.4976355710565518,1.4147858922447547,7.773745308494122,0.7824411302883867,1.4175801759482471,10.699244499206543,0.914279580116272,1.4239025115966797
1034,0.0001974956604487746,4.9384559735690874e-08,0.0,0.0001974956604487746,4.9384559735690874e-08,0.0,0.0,0.0,0.0
1035,5.2793707333832695e-05,5.505083074071967e-08,0.0,5.2793707333832695e-05,5.505083074071967e-08,0.0,0.0,0.0,0.0
1036,2.8315701108225095e-05,5.2166402628484644e-08,0.0,2.8315701108225095e-05,5.2166402628484644e-08,0.0,0.0,0.0,0.0
1037,5.751602296578833e-05,5.411390295160292e-08,0.0,5.751602296578833e-05,5.411390295160292e-08,0.0,0.0,0.0,0.0
