patch_index,cross_engine_lsd_db,context_leakage_lsd_db
757,4.910022838501664e-05,0.0
758,0.0002168505340311,0.0
759,5.359212004928939e-05,0.0
760,8.6489314851783e-06,0.0
761,3.967121740252105e-06,0.0
762,4.3767993192408886e-05,0.0
763,0.0001135391408172,0.0
764,3.554076654900145e-05,0.0
765,6.610843698523902e-05,0.0
766,1.453020536874826e-05,0.0
767,1.2484230562970738e-05,0.0
768,1.7318818239781292e-05,0.0
770,0.0001249052838735,0.0
771,8.427701200584666e-06,0.0
772,6.472002585279728e-05,0.0
773,3.059447673379734e-05,0.0
775,7.42814617184344e-06,0.0
777,5.206665424253793e-06,0.0
779,8.23794190311853e-06,0.0
780,0.0001108392222776,0.0
781,7.26904953424496,5.253014381146125
782,7.268783165014894e-06,0.0
783,6.790297783367268e-06,0.0
784,0.000291487861278,0.0
785,1.8733161007974123e-05,0.0
786,0.0001583325638069,0.0
787,6.331480941472959,5.734139107317883
788,2.324549281846229e-05,0.0
789,7.935170120793203,7.353144855828331
792,3.2003176707126116e-05,0.0
793,5.360287327435918e-06,0.0
794,6.273802218127287e-05,0.0
795,9.42996076883966,9.339854914254616
796,8.19149305348243,8.385316069682176
797,6.799435391958847e-05,0.0
799,1.739054459261784e-05,0.0
800,9.86884995265438,9.836147844266428
801,1.4241051558865927e-05,0.0
802,5.283187076312271e-06,0.0
803,8.635810230443912e-05,0.0
804,7.109334623827554e-05,0.0
805,2.106373630340871e-05,0.0
809,1.9070131023492608e-05,0.0
810,8.207719510623775e-05,0.0
811,3.232994002931652e-05,0.0
812,9.274970307185516e-05,0.0
813,11.052494352269758,9.858669868303075
814,2.403314316270256e-05,0.0
815,9.383474486099309e-05,0.0
816,5.657697710339699e-05,0.0
817,6.792785349764629e-05,0.0
818,1.7931584603639394e-05,0.0
821,2.6307214432372484e-05,0.0
822,0.0001690482374658,0.0
823,5.68015005112958e-06,0.0
825,0.0001167243643436,0.0
826,1.1608298910640204e-05,0.0
827,7.455660944572465,7.667308771897806
828,11.604483938720865,11.72457251823423
829,8.898027843961505e-06,0.0
830,0.0025537529595358,0.0
831,5.178463275586151e-06,0.0
832,8.889917846091138e-05,0.0
833,8.723712448429133,7.182640143783497
834,1.842017315531219e-05,0.0
835,9.94761386568594e-05,0.0
836,5.056836944919317e-06,0.0
837,0.0001541373942535,0.0
838,2.7923660346102865e-05,0.0
839,1.9225661937368372e-05,0.0
840,8.178219133423065,8.275462529204047
841,0.0003928147321798,0.0
